matchId,queueId,gameDuration,gameStartTimestamp,summonerName,teamId,championName,kills,deaths,assists,kda,totalMinionsKilled,totalDamageTaken,totalDamageDealtToChampions,goldEarned,visionScore,summoner1Id,summoner2Id,firstTowerKill,firstBloodAssist,firstBloodKill,champExperience,doubleKills,tripleKills,quadraKills,pentaKills,win,gameDurationMin,gameStartTime,gameStartTimeFormatted
BR1_3063228107,420,1742,1738791346079,,100,Teemo,1,6,7,1.33,154,20039,18618,10261,31,4,14,False,False,False,12784,0,0,0,0,True,29.0,2025-02-05 21:35:46.079,2025-02-05 21:35:46
BR1_3063208232,420,1623,1738788340422,,100,Teemo,3,4,7,2.5,169,15961,24239,9977,15,4,14,False,False,False,14678,0,0,0,0,True,27.0,2025-02-05 20:45:40.422,2025-02-05 20:45:40
BR1_3063187280,420,2175,1738784765361,,100,Ornn,2,6,18,3.33,179,59055,31382,11066,20,4,12,False,False,False,15990,0,0,0,0,False,36.2,2025-02-05 19:46:05.361,2025-02-05 19:46:05
BR1_3063175264,420,848,1738782664920,,200,Ornn,1,0,3,4.0,102,5284,5983,5139,11,4,12,False,False,False,7213,0,0,0,0,True,14.1,2025-02-05 19:11:04.920,2025-02-05 19:11:04
BR1_3063152845,420,1840,1738778587947,,100,Teemo,5,1,7,12.0,213,14204,33318,12146,26,4,14,True,False,False,14560,1,0,0,0,False,30.7,2025-02-05 18:03:07.947,2025-02-05 18:03:07
BR1_3063139015,420,1737,1738775447680,,200,Teemo,4,4,6,2.5,207,18429,27662,11827,17,4,14,False,False,False,16165,0,0,0,0,True,29.0,2025-02-05 17:10:47.680,2025-02-05 17:10:47
BR1_3063114092,420,2157,1738769846252,,200,Teemo,8,3,9,5.67,198,30842,51247,12922,26,4,14,False,False,False,17567,1,0,0,0,False,36.0,2025-02-05 15:37:26.252,2025-02-05 15:37:26
BR1_3063001747,420,1867,1738722361502,Arthur Lanches,200,Teemo,6,4,1,1.75,211,20811,19633,11630,27,4,14,False,False,False,14313,0,0,0,0,False,31.1,2025-02-05 02:26:01.502,2025-02-05 02:26:01
BR1_3062857127,420,1656,1738706887830,Arthur Lanches,100,Teemo,5,3,4,3.0,209,17458,22842,11392,17,4,14,False,False,False,14815,0,0,0,0,True,27.6,2025-02-04 22:08:07.830,2025-02-04 22:08:07
BR1_3062818625,420,1531,1738701362067,Arthur Lanches,100,Teemo,5,2,8,6.5,187,15953,22214,11787,17,4,14,False,False,False,15031,0,0,0,0,True,25.5,2025-02-04 20:36:02.067,2025-02-04 20:36:02
