matchId,queueId,gameDuration,gameStartTimestamp,summonerName,teamId,championName,kills,deaths,assists,kda,totalMinionsKilled,totalDamageTaken,totalDamageDealtToChampions,goldEarned,visionScore,summoner1Id,summoner2Id,firstTowerKill,firstBloodAssist,firstBloodKill,champExperience,doubleKills,tripleKills,quadraKills,pentaKills,win,gameDurationMin,gameStartTime,gameStartTimeFormatted
BR1_3050940560,420,1551,1736458644616,Arthur Lanches,200,Teemo,5,2,5,5.0,187,11845,23188,10834,22,4,14,False,False,False,14232,1,0,0,0,True,25.8,2025-01-09 21:37:24.616,2025-01-09 21:37:24
BR1_3050920548,420,1897,1736456300963,Arthur Lanches,200,Teemo,9,4,7,4.0,237,15394,33432,13301,23,4,14,False,False,False,17014,1,0,0,0,True,31.6,2025-01-09 20:58:20.963,2025-01-09 20:58:20
BR1_3050898865,420,1553,1736453862180,Arthur Lanches,200,Teemo,6,4,5,2.75,167,15254,21791,9593,16,4,14,False,False,False,12525,0,0,0,0,False,25.9,2025-01-09 20:17:42.180,2025-01-09 20:17:42
BR1_3050873147,420,2424,1736449792210,Arthur Lanches,100,Varus,12,6,4,2.67,264,26288,33484,16322,44,4,6,False,False,False,20557,2,0,0,0,True,40.4,2025-01-09 19:09:52.210,2025-01-09 19:09:52
BR1_3050851549,420,2260,1736447053714,Arthur Lanches,100,Teemo,7,3,9,5.33,296,28374,45476,17029,29,4,14,False,False,False,21456,0,0,0,0,False,37.7,2025-01-09 18:24:13.714,2025-01-09 18:24:13
BR1_3050840161,420,956,1736445289063,Arthur Lanches,200,Teemo,5,0,3,8.0,131,6645,8414,7484,7,4,14,False,False,True,9000,0,0,0,0,True,15.9,2025-01-09 17:54:49.063,2025-01-09 17:54:49
BR1_3050822136,420,2021,1736442506430,Arthur Lanches,200,Teemo,6,6,5,1.83,255,19227,37192,15005,25,4,14,False,False,False,19600,1,0,0,0,True,33.7,2025-01-09 17:08:26.430,2025-01-09 17:08:26
BR1_3050080810,420,1703,1736287441622,Arthur Lanches,100,Teemo,3,8,6,1.12,209,21828,21465,10245,17,4,14,False,False,False,14357,0,0,0,0,False,28.4,2025-01-07 22:04:01.622,2025-01-07 22:04:01
BR1_3050063821,420,922,1736285234880,Arthur Lanches,100,Varus,4,3,1,1.67,107,8989,8420,6264,11,4,6,False,False,False,6576,0,0,0,0,False,15.4,2025-01-07 21:27:14.880,2025-01-07 21:27:14
BR1_3050051333,420,1614,1736283098499,Arthur Lanches,100,Teemo,12,0,15,27.0,228,12809,33520,16013,18,4,14,False,False,False,16806,2,0,0,0,True,26.9,2025-01-07 20:51:38.499,2025-01-07 20:51:38
